Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
edit_form.copy_setting,Copy Setting,文案設定,文案设置,Tetapan Kandungan,Copiar Configuração,文案設定,Copiar Configuración,نسخ الإعداد,সেটিং কপি করুন,सेटिंग्स की प्रतिलिपि,Pengaturan Salin,문구 설정,အပြင်အဆင် မိတ္တူကူးခြင်း,ตั้งค่าข้อความ,Cài đặt nội dung,Copy Setting,Copier les paramètres,Mipangilio ya Kunakili
edit_form.crypto_channel,Crypto Channel,虛擬貨幣渠道,虚拟货币渠道,Saluran Crypto,Saluran Kripto,暗号通貨チャネル,Canal de Criptomoedas,قناة العملات المشفرة,ক্রিপ্টো চ্যানেল,ช่องทางสกุลเงินดิจิทัล,Saluran Crypto,암호화폐 채널,ကရစ်ပတိုအချက်အလက်,Kênh tiền điện tử,Kênh tiền điện tử,Channel ng Crypto,Chaîne Crypto,Kituo cha Crypto
edit_form.crypto_third_party,Crypto Third Party,虛擬幣三方支付,虚拟币三方支付,Pihak Ketiga Crypto,Pihak Ketiga Kripto,暗号通貨のサードパーティ,Terceiro de Criptomoedas,طرف ثالث في مجال العملات المشفرة,তৃতীয় পক্ষের ক্রিপ্টো,บุคคลที่สามของสกุลเงินดิจิทัล,Pihak Ketiga Crypto,암호화폐 제3자 결제,သုံးစွဲသူသုံးစွဲမှု,Bên thứ ba tiền điện tử,Bên thứ ba tiền điện tử,Crypto Ikatlong Partido,Crypto Tiers,Mhusika wa Tatu wa Fedha za Kidijitali
edit_form.crypto_transfer,Crypto Transfer,虛擬幣轉帳,虚拟币转账,Pindahan Crypto,Pemindahan Kripto,暗号通貨振込,Transferência de Criptomoedas,تحويل العملات المشفرة,ক্রিপ্টো স্থানান্তর,การโอนเงินดิจิทัล,Transfer Crypto,암호화폐 송금,ကရစ်ပတိုငွေပြောင်းလဲမှု,Chuyển khoản tiền điện tử,Chuyển khoản tiền điện tử,Crypto Transfer,Transfert de cryptomonnaie,Uhamisho wa Fedha za Kidijitali
edit_form.cumulative,Cumulative,累計,累计,kumulatif,Acumulado,累積,Acumulativo,تراكمي,সঞ্চিত,संचयी,Kumulatif,누적,စုစုပေါင်း,สะสม,Tích lũy,Cumulative,Cumulatif,Jumuishi
edit_form.currency,Currency,支援幣別,支援币别,Mata Wang yg. Disokong,Moeda,サポート通貨,Moneda,العملة,মুদ্রা,मुद्रा,Mata uang,지원 통화,ငွေကြေး,สกุลเงิน,Tiền tệ,Currency,Devise,Sarafu
edit_form.currency_and_limit_settings,Currency and limit settings,幣別及限額設定,币别及限额设定,Tetapan Had Kredit dan Mata Wang,Configurações de moeda e limites,通貨および制限設定,Configuración de moneda y límites,إعدادات العملة والحدود,মুদ্রা এবং সীমা সেটিংস,मुद्रा और सीमा सेटिंग्स,Pengaturan mata uang dan batasan,통화 및 한도 설정,ငွေကြေးနှင့် ကန့်သတ်ချက်ဆက်တင်များ,การตั้งค่าสกุลเงินและขีดจำกัด,Cài đặt tiền tệ và giới hạn,Mga setting sa Currency at limit,Paramètres de devise et de limite,Mipangilio ya sarafu na kikomo
edit_form.daily,Daily,每日,每日,Harian,Diário,毎日,Diario,နေ့စဉ်,প্রতিদিন,दैनिक,Harian,매일,နေ့စဉ်,รายวัน,Hàng ngày,Araw-araw,Tous les jours,Kila siku
edit_form.day,Day,日,日,Hari,Dia,日,Día,يومي,দিন,दिन,Hari,일,နေ့,วัน,Ngày,Araw,Jour,Siku
edit_form.decreases_each_level,Decreases at Each Level,每級遞減,每级递减,Berkurang pada setiap pangkat,Reduz em Cada Nível,各レベルで減少,Disminuye en Cada Nivel,تنخفض في كل مستوى,প্রতিটি স্তরে হ্রাস পায়,प्रत्येक स्तर पर कमी,Menurun di Setiap Tingkat,등급별 감소,အဆင့်တစ်ဆင့်ချင်းစွာ လျော့နည်းသွားမည်,ลดลงในแต่ละระดับ,Giảm dần theo từng cấp,Bumababa kada Level,Diminutions à chaque niveau,Kupungua kwa Kila Ngazi
edit_form.deposit,Deposit,存款,存款,Deposit,Depósitos,入金,Depósito,إيداع,জমা,जमा करें,Deposit,입금,ငွေသွင်းမည်။,เงินฝาก,Tiền gửi,Deposito,Dépôt,Amana
edit_form.deposit_allowed,Deposit Allowed,可否存款,可否存款,Deposit sama ada boleh dilakukan,Se pode depositar,入金可能か,Si se puede depositar,إمكانية الإيداع,জমা দেওয়া যাবে কিনা,जमा किया जा सकता है या नहीं,Bisa deposit atau tidak,입금 가능 여부,ငွေသွင်းခွင့်ပြုသည်,สามารถฝากได้หรือไม่,Có thể nạp không,Hindi maaari mag-deposito,Dépôt autorisé,Amana Imeruhusiwa
edit_form.deposit_information,Deposit Information,存款資訊,存款资讯,Info Deposit,Informações de Depósitos,入金情報,Información del depósito,معلومات الإيداع,জমার তথ্য,जमा जानकारी,Informasi Deposit,입금 정보,သိုလှောင်ငွေသတင်းအချက်အလက်,ข้อมูลการฝากเงิน,Thông tin tiền gửi,Impormasyon sa Deposito,Informations sur les dépôts,Taarifa za Amana
edit_form.deposit_limit,Deposit Limit,存款限額,存款限额,Had Deposit,Limite de Depósitos,入金限度額,Límite de depósito,حد الإيداع,জমার সীমা,जमा सीमा,Batas Deposit,입금 한도,သွင်းငွေကန့်သတ်ချက်,วงเงินเงินฝาก,Giới hạn tiền gửi,Limit sa Deposito,Limite de dépôt,Kikomo cha Amana
edit_form.deposit_method,Deposit Ｍethod,入款方式,入款方式,Kaedah Deposit,Método de Depósitos,入金方法,Método de depósito,طريقة الإيداع,জমার পদ্ধতি,जमा विधि,Metode Deposit,입금 방식,အပ်ငွေနည်းလမ်း,วิธีการฝากเงิน,Gửi tiền Ｍphương thức,Ｍethod ng Deposito,Méthode de dépôt,Amana Ｍethod
edit_form.deposit_remarks,Deposit remarks,存款備註,存款备注,Catatan Deposit,Observações do Depósito,デポジットの備考,Observaciones de Depósito,ملاحظات الإيداع,জমার মন্তব্য,जमा टिप्पणी,Catatan Deposit,입금 비고,သိုလှောင်မှု မှတ်ချက်,หมายเหตุการฝากเงิน,nhận xét gửi tiền,Deposit remarks,Remarques sur le dépôt,Maoni ya amana
edit_form.deposit_type,Deposit Type,存款類型,存款类型,Jenis Deposit,Jenis Deposit,入金タイプ,Tipo de Depósito,نوع الإيداع,জমা প্রকার,ประเภทการฝากเงิน,Jenis Deposit,입금 유형,အပ်ငွေအမျိုးအစား,Loại hình gửi tiền,Loại hình gửi tiền,Uri ng Deposit,Type de dépôt,Aina ya Amana
edit_form.detailed_description_page,Description,詳細說明頁面,详细说明页面,Halaman Rincian Panduan,Página de Descrição Detalhada,詳細説明ページ,Página de descripción detallada,الوصف,বর্ণনা,विस्तृत विवरण पृष्ठ,Deskripsi,상세 설명 페이지,ဖော်ပြချက်,หน้าคำอธิบายโดยละเอียด,Trang mô tả chi tiết,Deskripsyon,Description,Maelezo
edit_form.disable_payment_channel_tip,Checking this field disables the payment channel for these members,勾選此欄位為會員禁用支付渠道,勾选此栏位为会员禁用支付渠道,Menanda medan ini akan melumpuhkan saluran pembayaran untuk ahli ini,Marcar este campo desativa o canal de pagamento para esses membros.,このフィールドをチェックすると、これらのメンバーの支払いチャネルが無効になります。,"Al marcar esta casilla, se desactiva el canal de pago para estos miembros.",يؤدي تحديد هذا الحقل إلى تعطيل قناة الدفع لهؤلاء الأعضاء,এই ফিল্ডটি চেক করলে এই সদস্যদের জন্য পেমেন্ট চ্যানেলটি নিষ্ক্রিয় হয়ে যাবে।,इस फ़ील्ड को चेक करने से इन सदस्यों के लिए भुगतान चैनल निष्क्रिय हो जाएगा।,"Dengan mencentang kolom ini, saluran pembayaran akan dinonaktifkan untuk anggota-anggota ini.",이 항목을 선택하면 해당 회원에 대한 결제 채널이 비활성화됩니다.,ဤအကွက်ကို အမှန်ခြစ်ခြင်းဖြင့် ဤအဖွဲ့ဝင်များအတွက် ငွေပေးချေမှုလမ်းကြောင်းကို ပိတ်လိုက်ပါမည်။,การเลือกช่องนี้จะปิดใช้งานช่องทางการชำระเงินสำหรับสมาชิกเหล่านี้,Việc chọn ô này sẽ vô hiệu hóa kênh thanh toán cho các thành viên này.,Ang paglalagay ng tsek sa field na ito ay magdi-disable sa payment channel para sa mga miyembrong ito.,Cocher cette case désactive le canal de paiement pour ces membres.,Kuangalia sehemu hii huzima njia ya malipo kwa wanachama hawa
edit_form.distribution_amount,Bonus,派發金額,派发金额,Jumlah Agihan,Valor da Distribuição,配布金額,Importe de la distribución,مكافأة,বোনাস,वितरण राशि,Bonus,지급 금액,ဘောနပ်စ်,จำนวนการจำหน่าย,Số tiền phân phối,Bonus,Prime,Bonasi
edit_form.distribution_threshold,Min valid bet requirement (Valid Bets),派發门槛（有效投注）,派发门槛（有效投注）,Ambang Agihan（Taruhan Berkesan）,Limite da Distribuição (Apostas Válidas),配布閾値（有効ベット）,Umbral de distribución (apuestas válidas),حد التوزيع (الرهانات الفعّالة),বিতরণ সীমা (বৈধ বাজি),वितरण सीमा,Ambang distribusi (Taruhan Valid),지급 한도 (유효 베팅),ဖြန့်ဝေမှုနယ်နိမိတ် (တရားဝင်လောင်းကစား),เกณฑ์การกระจาย (เดิมพันที่ถูกต้อง),Ngưỡng phân phối (Cược hợp lệ),Pagbabahagi ng threshold (Valid na Taya),Exigence de mise minimale valide (Mises valides),Kiwango cha chini cha sharti la dau halali (Dau Halali)
edit_form.distribution_threshold_ngr,NGR Min valid bet requirement,派發门槛（淨盈虧NGR）,派发门槛（淨盈亏NGR）,Ambang Pengagihan NGR,Limite de Distribuição de NGR,NGR 分配基準値,Umbral de Distribución de NGR,حد توزيع NGR,NGR বণ্টন সীমা,NGR वितरण सीमा,Ambang Distribusi NGR,NGR 분배 한도,NGR ဖြန့်ဝေမှု သတ်မှတ်ချက်,เกณฑ์การกระจาย NGR,Ngưỡng phân phối NGR,Hangganan ng Pamamahagi ng NGR,Exigence de pari minimum valide NGR,Sharti la chini kabisa la dau halali la NGR
