Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
common.alarm.selfExclusionAt,Your account has been deactivated until {0},您的帳戶已停用至 {0},您的帐户已停用至 {0},Akaun anda telah dinyahaktifkan sehingga {0},Sua conta foi desativada até {0},あなたのアカウントは {0} まで無効化されています,Tu cuenta ha sido desactivada hasta {0},تم تعطيل حسابك حتى {0},আপনার অ্যাকাউন্ট {0} পর্যন্ত নিষ্ক্রিয় করা হয়েছে।,आत्म-बहिष्कार पर,Akun Anda telah dinonaktifkan hingga {0},귀하의 계정이 {0}까지 비활성화되었습니다,သင့်အကောင့်ကို {0} အထိ ပိတ်လိုက်ပါပြီ,บัญชีของคุณถูกปิดใช้งานจนถึง {0},Tài khoản của bạn đã tạm ngưng đến khi {0},Ang iyong account ay na-deactivate hanggang {0},Votre compte a été désactivé jusqu'au {0},Akaunti yako imezimwa hadi {0}
common.alarm.settingSuccessful,Setting successful,設定成功,设置成功,Tetapan berjaya,Definir com sucesso,設定が成功しました,Establecer un éxito,إعداد ناجح,সফলভাবে স্থাপন করা,सेटिंग सफल,Pengaturan berhasil,설정 성공,သတ်မှတ်ခြင်း အောင်မြင်ပါသည်။,ตั้งค่าสำเร็จ,Thiết lập thành công,Matagumpay ang pagtatakda,Définir avec succès,Mpangilio umefanikiwa
common.alarm.successApplication,Application Successful,申請成功,申請成功,Permohonan Berjaya,Candidatura aprovada,申請成功,Solicitud exitosa,تم تقديم الطلب بنجاح,আবেদন সফল হয়েছে,आवेदन सफल,Aplikasi Berhasil,신청 성공,လျှောက်လွှာအောင်မြင်သည်။,การสมัครสำเร็จ,Áp dụng thành công,Matagumpay ang Aplikasyon,Application réussie,Maombi Yamefanikiwa
common.alarm.successfullyClaimed,Claim Successful,領取成功,领取成功,Tuntutan Berjaya,Reivindicação bem-sucedida,受け取り成功,Reclamación aceptada,تم المطالبة بنجاح,দাবি সফল,सफलतापूर्वक दावा किया गया,Klaim Berhasil,수령 성공,တောင်းဆိုမှု အောင်မြင်သည်။,รับสำเร็จ,Nhận thành công,Matagumpay ang Pag-claim,Réclamation réussie,Dai Limefanikiwa
common.alarm.updateSuccess,Update successful,更新成功,更新成功,Kemas kini berjaya,Atualização concluída com sucesso,更新が成功しました,Actualización exitosa,تم التحديث بنجاح,আপডেট সফল হয়েছে,अपडेट सफल,Pembaruan berhasil,업데이트 성공,အပ်ဒိတ် အောင်မြင်ပါပြီ။,อัปเดตสำเร็จ,Cập nhật thành công,Matagumpay ang pag-update,Mise à jour réussie,Sasisho limefanikiwa
common.alarm.uploadFailed,Upload failed,上傳失敗,上传失败,Muat naik gagal,Falha no upload,アップロードに失敗しました,Error al cargar,فشل الرفع,আপলোড ব্যর্থ হয়েছে,अपलोड विफल हुआ,Unggahan gagal,업로딩 실패,အပ်လုဒ်မအောင်မြင်ပါ,อัปโหลดล้มเหลว,Tải lên thất bại,Nabigo ang pag-upload,Échec du chargement,Imeshindwa kupakia
common.alarm.uploadImageError,"Only HEIC, PNG, and JPG formats are allowed. Maximum 5MB each, up to 5 images.",限制格式HEIC、PNG、JPG，5MB以下，最多五張,限制格式HEIC、PNG、JPG，5MB以下，最多五张,"Hanya format HEIC, PNG dan JPG dibenarkan. Maksimum 5MB setiap satu, sehingga 5 imej.","Somente os formatos HEIC, PNG e JPG são permitidos. Tamanho máximo de 5 MB cada, até um máximo de 5 imagens.",対応形式は HEIC、PNG、JPG のみ。5MB 以下、最大5枚までアップロード可能です。,"Solo se permiten los formatos HEIC, PNG y JPG. Tamaño máximo de 5 MB cada una, hasta 5 imágenes.",يُسمح فقط بصيغ HEIC وPNG وJPG. الحد الأقصى 5 ميجابايت لكل صورة، وبحد أقصى 5 صور.,"শুধুমাত্র HEIC, PNG, এবং JPG ফরম্যাট অনুমোদিত। প্রতিটির সর্বোচ্চ সাইজ ৫ মেগাবাইট, এবং সর্বাধিক ৫টি ছবি আপলোড করা যাবে।",छवि अपलोड त्रुटि,"Hanya format HEIC, PNG, dan JPG yang diperbolehkan. Maksimum 5MB per gambar, hingga 5 gambar.","HEIC, PNG, JPG 형식만 허용됩니다. 파일당 5MB 이하, 최대 5장 업로드 가능.",HEIC၊ PNG နှင့် JPG ဖော်မတ်များကိုသာ ခွင့်ပြုထားသည်။ တစ်ခုလျှင် အများဆုံး 5MB၊ ပုံ 5 ပုံအထိ။,"อนุญาตเฉพาะไฟล์รูปแบบ HEIC, PNG, และ JPG เท่านั้น ขนาดไม่เกิน 5MB และไม่เกิน 5 รูป","Chỉ chấp nhận định dạng HEIC, PNG, JPG. Dưới 5MB, tối đa 5 ảnh.","Mga format na HEIC, PNG, at JPG lamang ang pinapayagan. Maximum na 5MB bawat isa, hanggang 5 larawan.","Seuls les formats HEIC, PNG et JPG sont autorisés. 5 Mo maximum par image, jusqu'à 5 images.","Ni miundo ya HEIC, PNG, na JPG pekee inayoruhusiwa. Upeo wa juu wa 5MB kila moja, hadi picha 5."
common.alarm.uploading,Uploading...,上傳中...,上传中...,Memuat naik...,Carregando...,アップロード中...,Subiendo...,جارٍ الرفع...,আপলোড হচ্ছে...,अपलोड हो रहा है...,Sedang mengunggah...,업로딩 중......,အပ်လုဒ်လုပ်နေသည်...,กำลังอัปโหลด...,Đang tải lên...,Nag-a-upload...,Chargement en cours...,Inapakia...
common.alarm.uploadSuccess,Upload successful,上傳成功,上传成功,Muat naik berjaya,Upload realizado com sucesso,アップロードが成功しました,Carga exitosa,تم الرفع بنجاح,আপলোড সফল হয়েছে,अपलोड सफल हुआ,Unggahan berhasil,업로딩 성공,အပ်လုဒ်အောင်မြင်ပါသည်,อัปโหลดสำเร็จ,Tải lên thành công,Matagumpay ang pag-upload,Téléchargement réussi,Upakiaji umefanikiwa
common.alarm.withdrawSuccess,Withdrawal Successful,取款成功,取款成功,Pengeluaran Berjaya,Retirada bem-sucedida,出金に成功しました,Retiro exitoso,تم السحب بنجاح,প্রত্যাহার সফল,निकासी सफल,Penarikan Berhasil,출금 성공,ငွေထုတ်ခြင်း အောင်မြင်ပါသည်။,ถอนเงินสำเร็จ,Rút tiền thành công,Matagumpay ang Pag-withdraw,Retrait réussi,Kutoa Kumefanikiwa
common.btn.account,ACCOUNT,帳戶,帐户,AKAUN,CONTA,アカウント,CUENTA,الحساب,অ্যাকাউন্ট,खाता,AKUN,계정,အကောင့်,บัญชี,Tài khoản,ACCOUNT,COMPTE,AKAUNTI
common.btn.add,Add,新增,新增,Tambah,Adicionar,追加,Agregar,إضافة,যোগ করুন,जोड़ें,Menambahkan,추가,ထည့်ပါ။,เพิ่ม,Thêm,Idagdag,Ajouter,Ongeza
common.btn.addAmount,Manual Credit,加款,加款,Kredit Manual,Crédito manual,ポイント送付,Crédito manual,رصيد يدوي,ম্যানুয়াল ক্রেডিট,राशि जोड़ें,Kredit Manual,수동 입금,လူကိုယ်တိုင် Credit,เพิ่มจำนวนเงิน,Thêm số tiền,Manu-manong Kredito,Crédit manuel,Salio la Mwongozo
common.btn.addHomeScreen,Add Home Screen,添加主層,添加主层,Tambah Skrin Utama,Adicionar à tela inicial,ホーム画面に追加,Agregar pantalla de inicio,أضف إلى الشاشة الرئيسية,হোম স্ক্রিন যোগ করুন,होम स्क्रीन पर जोड़ें,Tambahkan Layar Utama,홈 화면에 추가,ပင်မစခရင်ကို ထည့်ပါ။,เพิ่มไปยังหน้าจอหลัก,Thêm vào màn hình chính,Magdagdag ng Home Screen,Ajouter l'écran d'accueil,Ongeza Skrini ya Nyumbani
common.btn.addSubordinate,Add Subordinate,新增下級,新增下级,Tambah Bawahan,Adicionar subordinado,部下を追加,Agregar subordinado,إضافة تابع,অধস্তন যোগ করুন,अधीनस्थ जोड़ें,Tambahkan Bawahan,하위 회원 추가,အောက်လက်ငယ်သားထည့်ပါ။,เพิ่มผู้ใต้บังคับบัญชา,Thêm thành viên phụ,Magdagdag ng Subordinate,Ajouter un subordonné,Ongeza Msaidizi
common.btn.ageEnter,I am over 21 years old,我已年滿21歲,我已年满21岁,Saya berumur lebih 21 tahun,Tenho mais de 21 anos.,私は21歳以上です,Tengo más de 21 años.,أنا فوق 21 عامًا,আমার বয়স ২১ বছরের বেশি,आयु दर्ज करें,Saya sudah berusia lebih dari 21 tahun.,나는 21세 이상입니다,ကျွန်တော်အသက် 21 နှစ်ကျော်ပါပြီ။,ฉันอายุมากกว่า 21 ปี,Tôi đã đủ 21 tuổi,Ako ay mahigit 21 taong gulang,J'ai plus de 21 ans,Nina umri wa zaidi ya miaka 21
common.btn.ageExit,Exit,退出,退出,Keluar,Saída,退出,Salida,خروج,প্রস্থান,आयु बाहर करें,KELUAR,종료,ထွက်ပေါက်,ออก,Thoát,Lumabas,Sortie,Utgång
common.btn.all,All,全部,全部,Semua,Todos,すべて,Todo,الكل,সব,सभी,Semua,전체,အားလုံး,ทั้งหมด,Toàn bộ,Lahat,Tous,Zote
common.btn.back,BACK,返回,返回,BELAKANG,VOLTAR,戻る,ATRÁS,رجوع,ফিরে যান,वापस,KEMBALI,뒤로 가기,နောက်သို့,กลับ,Quay lại,LIKOD,DOS,NYUMA
common.btn.back2,Back,返回,返回,Kembali,Voltar,戻る,Atrás,رجوع,ফিরে যান,दूसरा वापस,Kembali,뒤로 가기,နောက်သို့,กลับ,Quay lại,Balik,Dos,Rudi
common.btn.bankInformation,Bank information,銀行信息,银行信息,Maklumat bank,Informações bancárias,銀行情報,Información bancaria,معلومات البنك,ব্যাংকের তথ্য,बैंक जानकारी,Informasi perbankan,은행 정보,ဘဏ်အချက်အလက်,ข้อมูลธนาคาร,Thông tin ngân hàng,Impormasyon sa bangko,Informations bancaires,Taarifa za benki
